headline,label,lm_positive_words,lm_negative_words,detected_entities,detected_directional_words,senti_dd_pos_pairs,senti_dd_neg_pairs,senti_dd_score,senti_dd_prediction,correct
net income from life insurance doubled to eur 6 8 mn from eur 3 2 mn and net income from non life insurance rose to eur 5 2 mn from eur 1 5 mn in the corresponding period in 2009,positive,[],[],"['eur', 'period', 'net', 'income', 'mn']","['rose', 'doubl']","['income_doubl', 'eur_rose', 'mn_rose', 'net_doubl', 'net_rose', 'period_doubl', 'period_rose', 'mn_doubl', 'eur_doubl', 'income_rose']",[],10,positive,True
the value of this kind of order amounts usually between euro 2 and 3 million,neutral,[],[],"['value', 'order']",[],[],[],0,neutral,True
in 2008 kemira recorded revenue of approximately eur 2 8 billion and had a staff of 9 400,neutral,[],[],"['eur', 'revenue']",[],[],[],0,neutral,True
construction volumes meanwhile grow at a rate of 10 15 percent annually,positive,[],[],"['volume', 'percent', 'construction']",['grow'],"['percent_grow', 'volume_grow']",['construction_grow'],1,positive,True
one of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard,neutral,[],[],['system'],[],[],[],0,neutral,True
the market share of volkswagen passenger cars in finland was 10 1 percent audi had a market share of 3 1 percent and seat s share was 0 9 percent,neutral,[],[],"['passenger', 'percent', 'share']",[],[],[],0,neutral,True
sales improved to sek 1 553 mn compared with sek 1 408 mn,positive,['improved'],[],"['sale', 'mn']",[],[],[],1,positive,True
23 april 2010 finnish construction and engineering company outotec oyj hel : ote1v said today it slipped to a net loss of eur7 3 m in the first quarter of 2010 from a net profit of eur12 5 m in the corresponding period last year,negative,[],['loss'],"['quarter', 'period', 'net', 'profit', 'construction', 'oyj', 'company', 'year']",[],[],[],-1,negative,True
according to honka japan s managing director marko saarelainen honkarakenne exports about 200 ready made log houses to japan a year,neutral,[],[],['year'],[],[],[],0,neutral,True
the report profiles 158 companies including many key and niche players including major nonwovens manufacturers such as ahlstrom corporation asahi kasei corporation buckeye technologies inc ei,neutral,[],[],"['company', 'report', 'manufacturer']",[],[],[],0,neutral,True
the most significant capital expenditure items were in the global enterprise resource planning erp project product development and production machines,neutral,[],[],"['product', 'capital', 'item']",[],[],[],0,neutral,True
finnish forest machinery manufacturer ponsse s net sales grew to eur 51 3 mn in the first quarter of 2010 from eur 37 5 mn in the corresponding period in 2009,positive,[],[],"['eur', 'sale', 'quarter', 'period', 'net', 'manufacturer', 'mn']",[],[],[],0,neutral,False
the contract incorporates a convergent charging rating solution for voice and data which includes internet gprs sms mms and wap,neutral,[],[],"['contract', 'solution']",[],[],[],0,neutral,True
operating loss totalled eur 4 0 mn compared to a profit of eur 8 6 mn in the second quarter of 2008,negative,[],['loss'],"['eur', 'quarter', 'profit', 'mn']",[],[],[],-1,negative,True
the company will be part of teleste s video and broadband solutions business area,neutral,[],[],"['solution', 'company', 'area', 'business']",[],[],[],0,neutral,True
in finland the bank of +àland reports its operating profit fell to eur 6 1 mn in the second quarter of 2008 from eur 7 5 mn in the second quarter of 2007,negative,[],[],"['eur', 'report', 'quarter', 'profit', 'mn']",['fell'],[],"['mn_fell', 'profit_fell', 'report_fell', 'eur_fell', 'quarter_fell']",-5,negative,True
it also turned to earnings per share eps of eur 0 08 versus loss per share of eur 0 04,positive,[],['loss'],"['eur', 'share']",[],[],[],-1,negative,False
the offer of some 30 million shares aimed to raise more than x20ac 500 million us$ 640 million was expected to be completed by oct 9 outokumpu said,neutral,[],[],['share'],[],[],[],0,neutral,True
group net sales in the third quarter of 2007 totaled eur 142 3 mn and operating profit eur 4 3 mn,neutral,[],[],"['eur', 'sale', 'quarter', 'net', 'profit', 'group', 'mn']",[],[],[],0,neutral,True
the australian company mirabela nickel has awarded outokumpu technology a contract for grinding technology for its nickel sulfide project in bahia state brazil,positive,[],[],"['company', 'contract']",['award'],['contract_award'],['company_award'],0,neutral,False
the company website is www ahlstrom com,neutral,[],[],['company'],[],[],[],0,neutral,True
outotec s delivery covers the engineering supply and construction of a circulating fluid bed calcination plant with a capacity of 1 600 tons of alumina per day,neutral,[],[],"['plant', 'construction', 'day']",[],[],[],0,neutral,True
vaahto pulp & paper of finnish vaahto group has been awarded an order to renovate finnish swedish forest industry company stora enso s paperboard machine at the ingerois board mill in finland,positive,[],[],"['company', 'group', 'paper', 'order']",['award'],"['order_award', 'group_award', 'paper_award']",['company_award'],2,positive,True
the invention carries international patent publication no,neutral,['invention'],[],[],[],[],[],1,positive,False
its annual capacity is some 10 000 mw,neutral,[],[],[],[],[],[],0,neutral,True
the transaction is planned to be financed with a eur40m market based loan granted by standard chartered bank hong kong,neutral,[],[],[],[],[],[],0,neutral,True
finland s technopolis is planning to bring the first section of a technopark on stream in st petersburg at the end of 2008 kari mikkonen vice president of technopolis told reporters in helsinki,neutral,[],[],['end'],[],[],[],0,neutral,True
the implementation of these programs has had and will have negative impacts on 2006 and 2007 earnings mr meiklejohn said,negative,[],['negative'],[],[],[],[],-1,negative,True
cents the profile contains business operations the company history major products and services prospects key competitors structure and key employees locations and subsidiaries,neutral,[],[],"['product', 'company', 'cent', 'business']",[],[],[],0,neutral,True
loss for the period totalled eur 15 6 mn compared to a profit of eur 6 3 mn in 2008,negative,[],['loss'],"['eur', 'profit', 'period', 'mn']",[],[],[],-1,negative,True
the costanza light with an aluminum base and washable shade comes in white pistachio orange blue and red,neutral,[],[],[],[],[],[],0,neutral,True
the value of the order is usd 2 2 mn,neutral,[],[],"['value', 'mn', 'order']",[],[],[],0,neutral,True
publishing sweden s operating loss was eur 1 1 mn in q1 of 2009 compared to a profit of eur 0 6 mn a year ago,negative,[],['loss'],"['eur', 'profit', 'year', 'mn']",[],[],[],-1,negative,True
honkarakenne mainly exports large luxury log houses to russia to be used as one family houses or holiday homes ; 70 of sales go to the moscow region about 20 to the st petersburg region and the remainder to other locations,neutral,[],[],['sale'],[],[],[],0,neutral,True
in the czech republic the smaller profiling unit at ostrava will be closed and the machinery will be gradually relocated to ruukki s bigger plants in hungary poland and romania by the end of the first quarter of 2009,neutral,[],['closed'],"['plant', 'quarter', 'end']",[],[],[],-1,negative,False
finnish financial software solutions developer basware oyj said its net profit fell to 884 000 euro $ 1 2 mln for the first quarter of 2007 from 2 0 mln euro $ 2 7 mln a year earlier,negative,[],[],"['quarter', 'mln', 'solution', 'net', 'profit', 'oyj', 'year']",['fell'],[],"['profit_fell', 'net_fell', 'mln_fell', 'quarter_fell', 'year_fell', 'solution_fell', 'oyj_fell']",-7,negative,True
the percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the trade register and the total number of voting rights related to them,neutral,[],[],"['trade', 'share']",[],[],[],0,neutral,True
profit for the period increased from eur 2 9 mn to eur 10 5 mn,positive,[],[],"['eur', 'profit', 'period', 'mn']",['increas'],"['eur_increas', 'period_increas', 'mn_increas', 'profit_increas']",[],4,positive,True
finnish business software group affectogenimap oyj said its net profit halved to 1 2 mln euro $ 1 5 mln in the first nine months of 2006 from 2 2 mln euro $ 2 8 mln in the same period of 2005,negative,[],[],"['business', 'month', 'mln', 'period', 'net', 'profit', 'group', 'oyj']",[],[],[],0,neutral,False
erkki jarvinen president of rautakirja and the head of the sanoma trade division will leave his current tasks in spring 2009 for a similar position outside the sanoma group,neutral,[],[],"['group', 'trade']",[],[],[],0,neutral,True
on preliminary estimate the hotel will operate under the brand novotel,neutral,[],[],[],[],[],[],0,neutral,True
finnish lifting equipment maker kone oyj said on october 4 2007 it won an order worth 15 mln euro $ 21 2 mln to deliver a total of 53 custom designed elevators to norwegian shipbuilder aker yards asa,positive,[],[],"['maker', 'order', 'mln', 'oyj']",[],[],[],0,neutral,False
tielinja generated net sales of 7 5 mln euro $ 9 6 mln in 2005,neutral,[],[],"['net', 'sale', 'mln']",[],[],[],0,neutral,True
these include software development for internet and mobile telephone content communications value added software financial services security applications systems integration and electronics,neutral,[],[],"['system', 'value', 'communication']",[],[],[],0,neutral,True
it will be operated by nokia and supported by its nokia netact network and service management system,neutral,[],[],['system'],[],[],[],0,neutral,True
itg s share in the deal is estimated at some 500 000 euro $ 627 000,neutral,[],[],['share'],[],[],[],0,neutral,True
almost the entire office building will be occupied by metso,neutral,[],[],[],[],[],[],0,neutral,True
in the second quarter of 2010 raute s net loss narrowed to eur 123 000 from eur 1 5 million in the same period of 2009,positive,[],['loss'],"['eur', 'net', 'quarter', 'period']",[],[],[],-1,negative,False
the intent of the article was to focus attention on the fact that the development model that china had followed was very different than the model that india had followed,neutral,[],[],[],[],[],[],0,neutral,True
commission income decreased to eur 3 8 mn compared to eur 4 6 mn in the third quarter of 2007,negative,[],[],"['eur', 'income', 'quarter', 'mn']",['decreas'],[],"['mn_decreas', 'income_decreas', 'eur_decreas', 'quarter_decreas']",-4,negative,True
finnish retail software developer aldata solution oyj reported a net loss of 11 7 mln euro $ 17 2 mln for 2007 versus a net profit of 2 5 mln euro $ 3 7 mln for 2006,negative,[],['loss'],"['mln', 'solution', 'net', 'profit', 'oyj']",[],[],[],-1,negative,True
the order consists of outsourced application management support and planning for tecnotree and third party applications,neutral,[],[],['order'],[],[],[],0,neutral,True
operating profit totalled eur 9 6 mn down from eur 42 0 mn the year before,negative,[],[],"['eur', 'profit', 'year', 'mn']",['down'],[],"['year_down', 'mn_down', 'profit_down', 'eur_down']",-4,negative,True
mn and pretax profit to eur 46 4 mn from eur 35 8 mn in the third quarter of 2006,positive,[],[],"['eur', 'quarter', 'profit', 'mn']",[],[],[],0,neutral,False
finnish oko bank has signed a cooperation agreement with raiffeisen concerning finnish companies investments in russia,positive,[],[],"['company', 'investment']",[],[],[],0,neutral,False
a paper mill in the central maine town of madison soon will have a new owner,neutral,[],[],['paper'],[],[],[],0,neutral,True
